symbol	match_basis	direct_glycome_match	interface_match	reported_gene_match	mapped_gene_match	study_accession	pubmed_id	first_author	publication_date	disease_trait	mapped_trait	trait_categories	reported_genes	mapped_genes	p_value
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	6e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	6e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	8e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	9e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	4e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	4e-15
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8	4e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	5e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	5e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	6e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	7e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	9e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	9e-15
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	1e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-14
FUT8	mapped_gene	yes	no	no	yes	GCST90425940	39528825	Western D	2024-11-11	Advanced glycosylation end product-specific receptor, soluble levels	protein measurement	glycome;metabolism		FUT8	1e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	2e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	3e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	4e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	5e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	6e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	7e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	8e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	8e-14
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	1e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8-AS1, FUT8	2e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	2e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	3e-13
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		MIR4708 - FUT8	3e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	5e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	8e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	9e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	9e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	9e-13
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	1e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	1e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST90129378	35332118	Landini A	2022-03-24	Transferrin N-glycan 34 levels	transferrin glycosylation measurement	glycome		FUT8, FUT8-AS1	2e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	3e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	4e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	5e-12
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8 - NCOA4P1	6e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	7e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	7e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	8e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	8e-12
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	1e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	1e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	1e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	3e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	6e-11
FUT8	mapped_gene	yes	no	no	yes	GCST90129364	35332118	Landini A	2022-03-24	Transferrin N-glycan 20 levels	transferrin glycosylation measurement	glycome		FUT8 - NCOA4P1	8e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	9e-11
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	2e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	2e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	3e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	3e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-10
FUT8	mapped_gene	yes	yes	no	yes	GCST90129341	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 21 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		FUT8	4e-10
FUT8	mapped_gene	yes	yes	no	yes	GCST90129342	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 22 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		FUT8 - NCOA4P1	4e-10
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	5e-10
